Company ID,Company,Company Legal Name,Competitors,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Company Financing Status,Total Raised,Business Status,Ownership Status,Universe,Employees,Exchange,Ticker,Year Founded,Last Updated Date,Parent Company,HQ Country,HQ Location,Last Known Valuation,Last Known Valuation Date,Last Known Valuation Deal Type,Last Financing Date,Last Financing Size,Last Financing Size Status,Last Financing Valuation,Last Financing Valuation Status,Last Financing Deal Type,Last Financing Deal Type 2,Last Financing Deal Class,Last Financing Debt Date,Last Financing Status,Last Financing Debt Size,Last Financing Debt,First Financing Date,First Financing Size,First Financing Size Status,First Financing Deal Type,First Financing Valuation,First Financing Valuation Status,First Financing Deal Type 2,First Financing Deal Class,First Financing Status,First Financing Debt,Revenue,Revenue Growth %,Net Income,Net Debt,Market Cap,Gross Profit,Enterprise Value,EBITDA,EBIT,Total Patent Document,Total Patent Families,Active Patent Document,Pending Patent Document,Patent Expiering the Next Year,Inactive Family Documents,Top CPC Codes,Total Clinical Trials,Acquirers,#Active Investors,Active Investors,Financing Status Notes,Former Investors,Other Investors
11893-87,Kamada (TAE: KMDA),Kamada Ltd.,"CSL, Grifols, Octapharma","Kamada Ltd is a drug-focused, plasma-derived protein therapeutics company. It is involved in the business of developing, producing, and marketing specialty therapeutics using protein purification proprietary technology. Its product portfolio consists of Glassia, Bramitob, Foster, Ixiaro, Factor-IX, and others. The company has two segments namely, the Proprietary Products segment and the Distribution segment. It derives the majority of its revenue from the Proprietary products segment. The firm categorizes its products in Lung Disease, Vaccines, Haemophilia, Immunoglobulins, Critical care, and Diagnostics.",Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,"Biotechnology, Drug Discovery*, Therapeutic Devices",Life Sciences,"biopharmaceutical, biotechnology, biotechnology process, human plasma, pharmaceutical company, purification technology, therapeutic chromatographic purification, therapeutic program",Corporation,179.02,Profitable,Publicly Held,"Private Equity, Publicly Listed, Venture Capital",374,TAE,KMDA,1990,2025-04-26,,Israel,"Rehovot, Israel",353.0,2023-08-30,PIPE,2023-08-30,60.0,Actual,353.0,Estimated,PIPE,,Corporate,2023-08-30,Completed,,,2005-08-31,,,IPO,,,,Public Investment,Completed,,160.95,0.1293,14.46,-67.37,380.73,69.97,287.15,26.29,11.88,81,14,37,10,34,34,"Peptides, Preparations for medical, dental or toiletry purposes, Specific therapeutic activity of chemical compounds or medicinal preparations",14,,1,FIMI Opportunity Funds,"FIMI Opportunity Funds acquired a 17% stake in the company (TAE:KMDA) on August 30, 2023 through a private placement. Proceeds from the private placement are expected to be used to support the Company's growth plans and execution of strategic business development opportunities.","Brosh Capital Partners, GlenRock Israel, Meitav, Proseed Capital, Shavit Capital, UDT Med Holdings",
181434-25,Kanabo Group (LON: KNB),Kanabo Group Plc,Argent BioPharma,"Kanabo Group PLC is a research and development company engaged in selling a range of THC-Free retail CBD products in the markets and it is in the process of developing medical cannabis products. Its reportable segments include Primary Care and Secondary Care. The Primary Care segment, which derives key revenue, includes Tele pharma services provided by GPS and The Secondary Care segment includes the development and distribution of cannabis-derived medical and wellness products. Geographically company has a presence in the United Kingdom and Israel.",Healthcare,Healthcare Devices and Supplies,Other Devices and Supplies,"Other Devices and Supplies*, Other Pharmaceuticals and Biotechnology",,"cannabis consumption, cannabis formulas, cannabis medical models, cannabis medicine, drug delivery system, research and development",Formerly VC-backed,5.73,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed, Venture Capital",17,LON,KNB,2017,2025-04-02,,United Kingdom,"London, United Kingdom",,,,2023-05-09,3.42,Actual,,,PIPE,,Corporate,2023-05-09,Completed,,,2017-03-01,,,Early Stage VC,,,Series A,Venture Capital,Failed/Cancelled,,1.44,0.4022,-10.3,-1.69,2.32,0.11,9.79,-8.71,-10.45,4,2,,,4,4,,,,3,"Caledonian Holding, Maven Capital Partners (Glasgow), Spinnaker Opportunities","The company (LON: KNB) received GBP 2.74 million of development capital from undisclosed investors on May 9, 2023 through a private placement.",Entourage Effect Capital,
54720-28,Kape Technologies,Kape Technologies plc,"BullGuard, F-Secure, WatchGuard Technologies, Barracuda Networks, Nexgate, Imperva, McAfee, Quick Heal Technologies, Cyren, Avira Operations, Doctor Web, Endgame (Network Management Software), Trusted Knight, Cylance, AVG Technologies, Digital Guardian, Adaptive Mobile Security, Forcepoint, Opswat, EScan, Zvelo, SentinelOne, Gemalto, Panda Security, N-able Technologies, Emsisoft, SonicWall, BitDefender, Avast, Netskope, Contrast Security, Quarri, PSafe Tecnologia, GuruCul, Agnitum, Promon (Network Management Software), Webroot, Cisco Systems, Zscaler, Avast Software, EnSilo, SentryBay, WithSecure, Palo Alto Networks, CrowdStrike Holdings, Sophos, Check Point Software Technologies, Gen Digital, Xcitium, IKARUS Security Software, Lookout, Cheetah Mobile","Kape Technologies PLC is a cybersecurity company engaged in the developing and distribution of a variety of digital products in the online security space. Its operating segments include Digital Privacy - comprising the group's Virtual Private Network products which comprise Cyberghost, Private Internet Access and Zenmate and Digital Security - comprising the group's end-point security and PC performance products. It offers products that provide online security, privacy, and an optimal online experience. The company's products include CyberGhost, ReImage, and Driver Agent.",Information Technology,Software,Network Management Software,Network Management Software*,TMT,"application provider, browser compatible, cybersecurity, internet security, javascript coding, security",Corporate Backed or Acquired,765.81,Generating Revenue,Acquired/Merged (Operating Subsidiary),"M&A, Publicly Listed, Venture Capital",301,,,2011,2025-04-03,Unikmind,United Kingdom,"London, United Kingdom",2000.75,2023-05-31,Secondary Transaction - Private,2023-05-31,450.62,Estimated,2000.75,Estimated,Secondary Transaction - Private,,Corporate,2023-05-31,Completed,,,,2.0,Actual,Angel (individual),,,Angel (individual),Individual,Completed,,623.48,1.703,70.92,135.8,1799.25,574.49,,254.79,100.09,,,,,,,,,Unikmind,,,"An undisclosed investor sold a 22.52% stake in the company to Unikmind for $450.62 million on May 31, 2023. After the acquisition, Unikmind owns a 98.54% stake in the company.","Gigi Levy-Weiss, Markat, NFX, Oren Zeev, Origin Capital (UK)",
168394-69,Kidoz (TSX: KIDZ),Kidoz Inc.,,"Kidoz Inc. is an AdTech software developer and the owner of the mobile Kidoz Safe Ad Network and the over-13 audience-focused Prado Network. The group helps create a free and safe mobile app environment for children by enabling content producers to monetize their apps and videos with safe, relevant, and engaging ads. Kidoz has developed advanced contextual targeting tools through the Kidoz SDK and Kidoz Privacy Shield, enabling the group to offer advertisers privacy-first solutions that comply with COPPA, GDPR-K, and other global privacy regulations. Through Kidoz and Prado, the company offers both managed and programmatic media solutions for advertisers and publishers, including SSP, DSP, SDK, and Ad Exchange capabilities.",Information Technology,Software,Entertainment Software,Entertainment Software*,TMT,"children games, gaming platform operator",Corporation,7.21,Generating Revenue/Not Profitable,Publicly Held,"M&A, Publicly Listed",43,TSX,KIDZ,1987,2025-04-26,,Canada,"Vancouver, Canada",,,,,2.0,Actual,,,PIPE,,Corporate,,Completed,,,2015-07-02,,,IPO,,,,Public Investment,Completed,,12.59,-0.1054,-1.18,-0.44,30.32,5.38,11.9,-0.86,-1.21,1,1,,,1,1,,,,,,The company (TSX: KIDZ) received $2 million of development capital on an undisclosed date through a private placement.,,
58748-05,Kornit Digital (NAS: KRNT),Kornit Digital Ltd,"Electronics For Imaging, AnaJet","Kornit Digital Ltd develops, designs and markets digital printing solutions for the world-wide printed textile industry. The company focuses on its DTG and DTF segments of the printed textile industry. Its solutions include digital printing systems, ink and other consumables, associated software and value-added services that allow for large-scale printing of short runs of complex images and designs directly on finished garments and fabrics. It generates revenue from sales of systems, ink and other consumables and service including software subscriptions The company geographically operates in U.S., EMEA, Asia Pacific and other countries. It derives maximum revenue from U.S.",Information Technology,Computer Hardware,Office Electronics,"Machinery (B2B), Office Electronics*","Industrials, Manufacturing, TMT","digital inkjet printer, digital printing, garments printing, garments printing solutions, textile printing",Formerly PE-Backed,256.35,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed",715,NAS,KRNT,2002,2025-04-26,,Israel,"Rosh Haayin, Israel",1091.95,2019-06-14,Public Investment 2nd Offering,2019-06-14,119.35,Actual,1091.95,Estimated,Public Investment 2nd Offering,,Public Investment,2019-06-14,Completed,,,,,,PE Growth/Expansion,,,,Private Equity,Completed,,203.83,-0.0726,-16.8,-445.5,838.11,91.76,989.36,-25.38,-38.43,250,71,146,56,48,48,"Coating compositions, Dyeing or printing textiles, Handling thin or filamentary material, Treating textile materials using liquids, gases or vapours, Typewriters",,,,,"The company raised $119.35 million in its second public offering on the Nasadq stock exchange under the ticker symbol of KRNT on June 14, 2019. A total of 4,340,000 shares were sold at $27.5 per share. The underwriters were granted an option to purchase up to an additional 651,000 shares from the company to cover over-allotments, if any.","Electronics For Imaging, Fortissimo Capital, Needham Capital Partners",
165201-85,Lachish Industries (TAE: LHIS),Lachish Industries Ltd,,Lachish Industries Ltd manufactures cattle feeding equipment. It provides self propelled and loading mixers; stationery mixers; and vertical trailers primarily to dairy farming and feedlot industries.,Business Products and Services (B2B),Commercial Products,Machinery (B2B),"Machinery (B2B)*, Other Agriculture","Industrials, Manufacturing","cattle, cattle feed, feed equipment, feed machinery, feed processing, feed processing service, loading mixers",Corporation,,Generating Revenue,Publicly Held,Publicly Listed,,TAE,LHIS,1956,2023-09-27,,Israel,"Sderot, Israel",,,,1992-10-08,,,,,IPO,,Public Investment,1992-10-08,Completed,,,1992-10-08,,,IPO,,,,Public Investment,Completed,,,,,,54.47,,,,,6,4,,,6,6,,,,,,"The company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of LHIS on October 8, 1992.",,
54534-70,Lifeward (NAS: LFWD),ReWalk Robotics Ltd.,"Myomo, Tyromotion, Touch Bionics, FREE Bionics, Ekso Bionics Holdings, Liberating Technologies, Hocoma, Bionik Laboratories, Cyberdyne (Therapeutic Devices), AlterG, Steeper, Reha Technology, Motorika Medical, Rex Bionics, Indigo (Monitoring Equipment), Aretech","Lifeward Ltd is a medical device company that designs, develops, and commercializes life-changing solutions that span the continuum of care in physical rehabilitation and recovery, delivering functional and health benefits in clinical settings as well as in the home and community. Its product offerings are the ReWalk Exoskeleton, the ReStore Exo-Suit, the MyoCycle FES bikes, and AlterG Anti-Gravity systems. It operates through markets in the United States, Israel, and Germany.",Healthcare,Healthcare Devices and Supplies,Therapeutic Devices,Therapeutic Devices*,"Manufacturing, Robotics and Drones","bionics prosthesis, bionics prosthetics, medical device, medical exoskeleton, medical robotics startups, motorized legs, wearable exoskeleton, wearable robotic device, wearable robotic technology, wearable robotics",Formerly VC-backed,195.91,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed, Venture Capital",80,NAS,LFWD,2001,2025-04-26,,Israel,"Yokneam Illit, Israel",14.41,2018-11-16,Public Investment 2nd Offering,2025-01-08,5.0,Actual,,,PIPE,,Corporate,2025-01-08,Completed,,,,,,Early Stage VC,,,,Venture Capital,Completed,,25.66,0.8523999999999999,-28.94,-5.87,15.95,8.22,5.57,-25.7,-29.54,77,14,45,6,26,26,"Filters implantable into blood vessels, Manipulators, Physical therapy apparatus",4,,,,"The company (NAS: LFWD) received $5 million of development capital from undisclosed investors on January 8, 2025, through a private placement. The company intends to use the net proceeds from the offering for continuing commercial efforts, working capital and general corporate purposes.","Bearing Capital, Chaim Meir Tessler, Ionic Ventures, Israel Healthcare Ventures, Kreos Capital, LIP Ventures Boutique, OurCrowd, Pontifax Venture Capital, Previz Ventures, Ratio technologies (Israel), SCP Vitalife Partners, Shavit Capital, Technion Research and Development Foundation, Technion Seed, Timwell Corporation, Wolfpack Ventures, Yaskawa America",
11533-78,Magic Software Enterprises (TAE: MGIC),"Magic Software Enterprises, Ltd.","Appian, 74Software, Newgen Software Technologies, Altair Engineering (Business/Productivity Software), Progress Software, ServiceNow, Pivotal Software, Apperian, New Relic, Nutanix, ServiceMax, VMware, LANSA (Downers Grove), SAP, Kony, Betty Blocks, Cloud Elements, Salesforce, Simplifier, Astea International, Zinier, Jitterbit, Reflexis Systems, Liaison, Voyatek, Kickserv, Quickbase, Industrial and Financial Systems, TIBCO Software, K2 (Bellevue), Rogue Wave Software, Docker, Adeptia, Micro Focus International, Layer0, FieldEZ, Dispatch (Boston)","Magic Software Enterprises Ltd is a software development company. The company's operating segment includes Software Services and IT Professional Services. It generates maximum revenue from the IT Professional Services segment. IT Professional Services segment offers IT services in the areas of infrastructure design and delivery, application development, technology planning and implementation services, communications services and solutions, as well as supplemental outsourcing services. Geographically, it derives a majority of revenue from the United States and also has a presence in Israel; Europe; Japan, and Other countries.",Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","SaaS, TMT","application development, application platform, cloud-based, enterprise mobility, low coding / no coding, service management, software development, software solutions",Corporation,,Profitable,Publicly Held,"M&A, Publicly Listed",3628,TAE,MGIC,1983,2025-04-26,,Israel,"Or Yehuda, Israel",,,,2025-03-10,,,,,Merger/Acquisition,,Corporate,2025-03-10,Announced/In Progress,,,1991-08-16,,,IPO,,,,Public Investment,Completed,,552.52,0.0326,36.88,-26.68,681.17,157.18,615.27,82.06,61.24,,,,,,,,,,,,"The company (TAE: MGIC) reached a definitive agreement to be acquired by Matrix IT (TAE: MTRX) for an undisclosed amount on March 10, 2025. This deal once completed, will position the merged company as a significant player both in Israel and internationally. Previously, the company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of MGIC on August 16, 1991. The company is being actively tracked by PitchBook.",,Matrix IT
483423-85,Maris-Tech (NAS: MTEK),Maris-Tech Ltd,"General Dynamics Mission Systems, Northrop Grumman, General Dynamics","Maris Tech Ltd is a business-to-business approach, or B2B provider of remote video, audio, telemetry acquisition, distribution, and sharing solutions and products, using high-end digital video, audio, and wireless communication technologies. It designs, develops, manufactures and commercially sells miniature intelligent video and audio surveillance and communication systems, which are offered as products and solutions for the professional as well as the civilian and home security markets.",Business Products and Services (B2B),Commercial Products,Aerospace and Defense,Aerospace and Defense*,,"aerospace and defense company, aerospace and defense components, aerospace and defense firm, monitoring solution, video solution, video surveillance",Formerly Private Debt Financed,16.38,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, Publicly Listed",13,NAS,MTEK,2008,2025-04-26,,Israel,"Rehovot, Israel",30.51,2022-02-02,IPO,2022-02-02,15.54,Actual,30.51,Estimated,IPO,,Public Investment,2022-02-02,Completed,,,2016-06-01,0.13,Actual,Debt - General,,,,Debt,Completed,Term Loan - 0.13M $,6.08,0.508,-1.23,-1.25,16.93,3.52,37.09,-1.25,-1.35,2,1,2,,,,Coding,,,,,"The company raised $15.54 million in its initial public offering on the Nasdaq stock exchange under the ticker symbol of MTEK on February 2, 2022. A total of 3,700,477 units (which includes 3,690,477 Units and 10,000 Pre-Funded Units) were sold at a price of $4.2 per unit. Each unit consists of one ordinary share and one warrant to purchase one ordinary share and each Pre-Funded units consists of one Pre-Funded Warrant to purchase one ordinary share and one warrant to purchase one ordinary share. After the offering, there was a total of 7,265,289 outstanding shares (excluding the over-allotment option) priced at $4.2 per share, valuing the company at $30.51 million. The underwriters were granted an option to purchase up to an additional 555,071 units from the company to cover over-allotments, if any.",,
147636-64,Massivit 3D (TAE: MSVT),Massivit3D Printing Technologies Ltd.,,"Massivit 3D Printing Technologies Ltd is engaged in providing 3D printing solutions for the Engineering, Visual Communications, Entertainment, Academia, Interior Design, and Architectural markets.",Business Products and Services (B2B),Commercial Products,Machinery (B2B),"Machinery (B2B)*, Other Materials","3D Printing, Advanced Manufacturing, TMT","3d printer, 3d printing, 3d printing technology, digital printing, inkjet printer, large 3d printing",Formerly VC-backed,80.88,Generating Revenue/Not Profitable,Publicly Held,"Publicly Listed, Venture Capital",69,TAE,MSVT,2013,2025-04-21,,Israel,"Lod, Israel",201.37,2021-02-25,IPO,2021-02-25,51.56,Actual,201.37,Estimated,IPO,,Public Investment,2021-02-25,Completed,,,2016-02-17,19.69,Actual,Early Stage VC,50.61,Actual,,Venture Capital,Completed,,4.89,-0.6125,-16.16,-9.04,6.96,-2.02,-0.66,-15.1,-15.96,79,23,60,13,6,6,"Additive manufacturing, Casting of metals, Coating metallic material, Printing, duplicating, marking, or copying processes, Shaping or joining of plastics",,,,,"The company raised ILS 169 million in its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of MSVT on February 25, 2021. After the offering, the company was valued at ILS 660 million.","Gadin Technologies, Stratasys (Computers, Parts and Peripherals), Yaskawa America",
436635-19,Matricelf (TAE: MTLF),Matricelf Ltd.,InVivo Therapeutics,Matricelf Ltd is engaged in research and development in the field of medicine and tissue engineering. It is a pioneering biotechnology company developing a platform for autologous matrix and cells implants for a wide range of medical conditions.,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,Biotechnology*,"3D Printing, HealthTech, Life Sciences","3d bioprinting, biotechnology, regenerative medicine, spinal cord injury treatment, tissue engineering",Formerly VC-backed,9.63,Pre-Clinical Trials,Publicly Held,"Publicly Listed, Venture Capital",10,TAE,MTLF,2019,2024-06-26,,Israel,"Ness Ziona, Israel",21.53,2021-06-20,IPO,2021-06-20,7.38,Estimated,21.53,Estimated,IPO,,Public Investment,2021-06-20,Completed,,,2019-11-18,0.14,Actual,Grant,,,,Other,Completed,,,,,,13.68,,,,,,,,,,,,,,,,"The company raised ILS 24 million in its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of MTLF on June 20, 2021. Previously, the company raised $1.25 million of convertible debt financing from undisclosed investors on February 4, 2021.",SEED AWARD,
98675-29,Maytronics (TAE: MTRN),Maytronics Ltd.,,"Maytronics Ltd is an Israel-based company which provides a complete solution for swimming pool care. It delivers automatic pool cleaners, environment-friendly water treatment systems, and pool safety products to residential and commercial swimming pool owners and operators across the world. The company's product brands are Dolphin line of robotic pool cleaners, the AQUAlife pool covers and Aqualarm and Espio pool alarms. Its operating segment includes Manufacturing of private pool cleaning robots as a key revenue driver; Manufacturing of public pool cleaning robots and Safety products and related pool products.",Information Technology,Computer Hardware,Other Hardware,Other Hardware*,"Manufacturing, Robotics and Drones","cleaning robot developer, robotic systems, swimming pool cleaning, swimming pool cleaning robot",Corporation,,Generating Revenue/Not Profitable,Publicly Held,Publicly Listed,753,TAE,MTRN,1983,2025-03-30,,Israel,"Kibbutz Yizre'el, Israel",,,,2004-08-15,,,,,IPO,,Public Investment,2004-08-15,Completed,,,2004-08-15,,,IPO,,,,Public Investment,Completed,,436.16,-0.1392,-9.16,258.12,116.45,157.19,531.73,38.19,12.85,495,102,329,86,80,80,"Buildings or like structures for particular purposes, Investigating or analysing materials by determining their chemical or physical properties, Measuring length, thickness or similar linear dimensions, Separation, Systems for controlling or regulating non-electric variables",,,,,"The company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of MTRN on August 15, 2004.",,
58701-16,MediWound (NAS: MDWD),MediWound Ltd.,"SolasCure, Tissue Regenix Group","MediWound Ltd is an integrated biopharmaceutical company focused on developing, manufacturing, and commercializing novel therapeutic products to address unmet medical needs in the fields of severe burns, chronic and other hard-to-heal wounds, connective tissue disorders, and other indications. Its first biopharmaceutical product, NexoBrid is an FDA-approved orphan biologic for eschar removal in severe burns that can replace surgical interventions and minimize associated costs and complications. Its other product candidates in different stages of the pipeline include EscharEx for debridement of chronic wounds, and MW005 for the treatment of non-melanoma skin cancer. The company derives a majority of its revenue from the United States and the rest from the EU and other international markets.",Healthcare,Pharmaceuticals and Biotechnology,Pharmaceuticals,"Biotechnology, Pharmaceuticals*","Life Sciences, Manufacturing","biopharmaceutical firm, burns treatment, pharmaceutical, pharmaceutical drug product, pharmaceutical drug provider, pharmaceutical drugs, pharmaceuticals, wound management",Formerly PE-Backed,176.28,Generating Revenue/Not Profitable,Publicly Held,"M&A, Private Equity, Publicly Listed, Venture Capital",111,NAS,MDWD,2001,2025-04-26,,Israel,"Yavne, Israel",106.48,2024-07-07,Merger/Acquisition,2024-07-15,6.69,Estimated,,,PIPE,,Corporate,2024-07-15,Completed,,,2004-01-01,,,PE Growth/Expansion,,,,Private Equity,Completed,,20.22,0.0822,-30.22,-2.64,195.4,2.63,152.96,-29.98,-31.46,74,11,46,11,17,17,"Diagnosis, Geophysics, Methods or apparatus for sterilising materials or objects in general, Preparations for medical, dental or toiletry purposes, Specific therapeutic activity of chemical compounds or medicinal preparations",14,,2,"Clal Biotechnology Industries, Deep Insight (Herzliya)","The company (NAS: MDWD) received ILS 25 million of development capital from Mölnlycke Health Care and other undisclosed investors on July 15, 2024 through a private placement. The company plans to use the net proceeds to advance EscharEx pre-commercial activities, expedite the development of large-scale manufacturing capabilities specifically for EscharEx, and support general corporate purposes.","Gandyr Investments, Harel Insurance Investments & Financial Services, Migdal Insurance and Financial Holdings, Mölnlycke Health Care, Teva Pharmaceutical Industries",
41514-13,Mer Telemanagement Solutions,"MTS IntegraTRAK, Inc.","A&B Groep, Intratem - Mobility Lifecycle Management, NetPlus Group, Source Loop, Network Control, Avotus, GlobalSign, Valicom, Market Data Services, MobiChord, One Source Communications, Veropath","Provider of communications and technology management services catering to enterprises and service providers. The company offers telecom expense management (TEM), enterprise mobility management, mobile virtual network operators and enablers and billing mobile money services and solutions.",Information Technology,Communications and Networking,Other Communications and Networking,"Consulting Services (B2B), Other Communications and Networking*, Telecommunications Service Providers","Internet of Things, Mobile, Mobile Commerce, TMT","data communication, mobile advertising, network services, technology managed services, technology management, technology management company",Corporate Backed or Acquired,2.2,Generating Revenue/Not Profitable,Acquired/Merged (Operating Subsidiary),"M&A, Publicly Listed",57,,,1984,2025-04-03,Entrypoint South,Israel,"Ra'anana, Israel",9.33,2016-05-19,PIPE,2023-01-01,,,,,Merger/Acquisition,Corporate Divestiture,Corporate,2023-01-01,Completed,,,1997-05-21,,,IPO,,,,Public Investment,Completed,,4.02,-0.2263,-1.81,-1.5,15.95,2.22,4.64,-2.09,-2.12,,,,,,,,,Entrypoint South,,,"The company, a subsidiary of SharpLink (NAS: SBET), was acquired by Entrypoint South for an undisclosed amount on January 1, 2023. With the acquisition, Entrypoint gains complementary solutions for present and new customers, creating a full ecosystem of telecommunications, core technology platforms and staff augmentation.",SharpLink Gaming,
62278-66,Micronet (TAE: MCRNT),Micronet Ltd.,,"Micronet Ltd is engaged in the development, manufacturing and marketing of mobile computing platforms for integration into fleet management and mobile workforce management solutions. It is an OEM vendor of mobile data terminals, supporting numerous fleet management, and mobile workforce management solutions and services in a variety of industries and vertical markets.",Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,Mobile,"computing platform, mobile computing, mobile computing application, mobile computing platform, mobile computing product, mobile computing software, mobile workforce management",Corporate Backed or Acquired,2.08,Generating Revenue/Not Profitable,Publicly Held,"M&A, Publicly Listed",138,TAE,MCRNT,1982,2025-03-23,Tingo Group,Israel,"Rosh Haayin, Israel",14.69,2014-06-11,PIPE,,,,,,Merger/Acquisition,,Corporate,,Upcoming,,,2006-12-04,,,IPO,,,,Public Investment,Completed,,0.89,0.2239999999999999,-2.27,-4.47,6.66,-1.04,1.19,-2.31,-2.43,3,2,2,,1,1,"Electric digital data processing, Transmission of digital information",,,1,Tingo Group,"The company is in talks to be acquired by Jeen.ai for an undisclosed amount on September 17, 2024. Previously, the company raised NIS 4 million in its second public offering on the Tel Aviv stock exchange under the ticker symbol of MCRNT on June 22, 2020. The company is being actively tracked by PitchBook.",,
65677-33,Mobile Tornado Group (LON: MBT),Mobile Tornado Group PLC,"Avaya, Smith Micro Software, Vonage Holdings, Broadvoice, Sinch, IPCortex, Theatro, Bandwidth (US), Infobip, Mitto (Switzerland), tyntec, IVR Technology Group","Mobile Tornado Group PLC provides instant communication mobile applications serving the mobile data services market in the mobile communication industry. Its solutions include Push-To-Talk, Push-To-Locate, Push-To-Alert, and Push-To-Message. Geographically, it derives of its revenue from South America and has a presence in the UK, Europe, North America, Israel, Africa, and Asia/Pacific. The company generates revenue from License fees, Hardware and software, Professional Services, and Support and Maintenance.",Information Technology,Software,Communication Software,Communication Software*,"Mobile, TMT","communication software developer, instant communication, mobile communication software, mobile device software, workforce management",Corporation,11.11,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed",43,LON,MBT,1999,2025-04-10,,United Kingdom,"Harrogate, United Kingdom",15.13,2017-04-28,PIPE,2017-04-28,1.51,Estimated,15.13,Actual,PIPE,,Corporate,2017-04-28,Completed,,,2006-03-07,,,Reverse Merger,,,,Corporate,Completed,,2.61,-0.1484,-1.34,14.31,8.48,2.5,24.23,-1.23,-1.37,1,1,,,1,1,,,,3,"InTechnology, Investec, TMT Group","The company (LON: MBT) received GBP 1.2 million of financing from an undisclosed investor on April 28, 2017 through a private placement.",,
12402-73,Mobileye (NAS: MBLY),Mobileye Technologies Limited,"Ambarella, Arbe Robotics, Aeva, Velodyne Lidar, Torc Robotics, WeRide (Automotive), Drive.ai, Ottomatika, Optimus Ride, Zoox, Cipia, Roadstar.AI, Waymo, Princeton Lightwave, Movidius","Mobileye Global Inc engages in the development and deployment of ADAS and autonomous driving technologies and solutions. It is building a portfolio of end-to-end ADAS and autonomous driving solutions to provide the capabilities needed for the future of autonomous driving, leveraging a comprehensive suite of purpose-built software and hardware technologies. The company's reportable operating segment are Mobileye and Others. Its solutions comprise Driver Assist, Cloud-Enhanced Driver Assist, Mobileye SuperVision Lite, Mobileye SuperVision, Mobileye Chauffeur, Mobileye Drive, Self-Driving System & Vehicles. It derives maximum revenue from Mobileye Segment.",Information Technology,Software,Business/Productivity Software,"Application Software, Application Specific Semiconductors, Automotive, Business/Productivity Software*","Artificial Intelligence & Machine Learning, Autonomous cars, Big Data, Industrials, Mobility Tech, TMT","accident reduction, autonomous car, autonomous driving, autonomous machine, autonomous vehicle, collision avoidance system, computer vision, drives assistance, machine learning, mobility tech",Formerly PE-Backed,961.0,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed, Venture Capital",3900,NAS,MBLY,1999,2025-04-26,Intel,Israel,"Shlomo Momo ha-Levi, Israel",16711.0,2022-10-26,IPO,2024-09-19,,,,,Secondary Transaction - Open Market,,,2024-09-19,Failed/Cancelled,,,,,,Early Stage VC,,,,Venture Capital,Completed,,1853.0,-0.0038,-2974.0,-1512.0,12293.63,894.0,10258.8,-2531.0,-3041.0,1642,277,1166,367,109,109,"Conjoint control of vehicle sub-units of different type or different function, Electric digital data processing, Image or video recognition or understanding, Measuring distances, levels or bearings, Systems for controlling or regulating non-electric variables",,,5,"Baillie Gifford, Intel, Norges Bank, Prudential Financial, Yissum","Intel (NAS: INTC) entered into an agreement to sell an undisclosed stake in the company (NAS: MBLY) on September 6, 2024. The company will not receive any proceeds from the offering. Subsequently, the offering was withdrawn on September 19, 2024. Previously Intel Overseas Funding Corporation sold a 4.78% stake in the company (NAS: MBLY) for $1.62 million on June 5, 2023. A total of 38,500,000 shares were sold for $42 per share. The company will not receive any proceeds from the offering.","ADIP, Alumni Ventures, Bank Leumi le-Israel, BlackRock Private Equity Partners, Blackstone, Catalyst Investments, Cinco Capital, Daniel Gutenberg, Enterprise Mobility Ventures, Enterprise Rent A Car Canada, Fidelity Investments, Gandyr Investments, General Atlantic, Gil Agmon, GlenRock Israel, Goldman Sachs Asset Management, Kilmahew Ventures, Motorola Solutions Venture Capital, Naftali Investments, Sailing Capital, Union Tech Ventures, Wellington Management",
